,n_events,mean_signed_%,median_signed_%,pct_in_predicted_dir
T+5d,26,1.4166315330051331,0.7061953906907259,69.23076923076923
T+21d (~1mo),26,1.0363970580456037,-0.2834421001742053,46.15384615384615
T+42d (~2mo),26,0.28363417319970236,1.81794034417144,53.84615384615385
T+63d (~3mo),26,1.0110083239681276,-1.7596484789323332,46.15384615384615
