price,dividend,earnings,cpi,gs10,real_price,real_earnings,cape,date,pe_ttm,real_earnings_10y_avg,cape_check
4.38,0.315,0.41,11.13207107,4.87,120.4482473718163,11.274835941197416,,1875-06-01,10.682926829268293,,
4.39,0.3125,0.4017,11.13207107,4.83,120.72324337038206,11.04658926238781,,1875-07-01,10.928553647000248,,
4.41,0.31,0.3933,11.22715537,4.79,120.24615590583029,10.72399390425466,,1875-08-01,11.212814645308926,,
4.37,0.3075,0.385,11.13207107,4.75,120.17325137325051,10.58734594478294,,1875-09-01,11.35064935064935,,
4.3,0.305,0.3767,11.13207107,4.710000000000001,118.24827938328997,10.359099265973333,,1875-10-01,11.414919033713831,,
4.37,0.3025,0.3683,11.03690579,4.67,121.2094404404624,10.215431788151557,,1875-11-01,11.865327178930219,,
4.37,0.3,0.36,10.9417405,4.63,122.26365403200704,10.072063032385019,,1875-12-01,12.13888888888889,,
4.46,0.3,0.3533,10.84657521,4.59,125.87647469970383,9.971335989104341,,1876-01-01,12.62383243702236,,
4.52,0.3,0.3467,10.84657521,4.578333333333333,127.5698801889375,9.785061385288637,,1876-02-01,13.037207960773001,,
4.51,0.3,0.34,10.84657521,4.566666666666666,127.28764594073189,9.595964438990876,,1876-03-01,13.26470588235294,,
4.34,0.3,0.3333,10.75149091,4.555000000000001,123.5729408248181,9.490060179011953,,1876-04-01,13.021302130213021,,
4.18,0.3,0.3267,10.37091074,4.543333333333333,123.38481952839561,9.643497736824605,,1876-05-01,12.794612794612794,,
4.15,0.3,0.32,10.08541488,4.531666666666666,125.96696716159285,9.713115540171014,,1876-06-01,12.96875,,
4.1,0.3,0.3133,10.08541488,4.52,124.4492928584411,9.509747183548683,,1876-07-01,13.086498563676985,,
3.93,0.3,0.3067,10.18058017,4.508333333333334,118.17411728117649,9.222392307922856,,1876-08-01,12.813824584284319,,
3.69,0.3,0.3,10.27574545,4.496666666666667,109.92978373165128,8.93738079119116,,1876-09-01,12.3,,
3.67,0.3,0.2933,10.46599504,4.485,107.34649889534056,8.578944993461414,,1876-10-01,12.512785543811797,,
3.6,0.3,0.2867,10.56116033,4.473333333333334,104.35018175696986,8.310332530478684,,1876-11-01,12.556679455877223,,
3.58,0.3,0.28,10.75149091,4.461666666666667,101.93343966655505,7.972447795149557,,1876-12-01,12.785714285714285,,
3.55,0.2908,0.2817,10.9417405,4.45,99.32173268046337,7.881389322841278,,1877-01-01,12.602058927937522,,
3.34,0.2817,0.2833,10.65632562,4.440833333333333,95.94919360206259,8.138445074091118,,1877-02-01,11.789622308506884,,
3.17,0.2725,0.285,10.18058017,4.431666666666667,95.3211073234935,8.56987873413112,,1877-03-01,11.12280701754386,,
2.94,0.2633,0.2867,10.46599504,4.4225,85.99419802515021,8.385896793813119,,1877-04-01,10.254621555633065,,
2.94,0.2542,0.2883,10.65632562,4.413333333333333,84.45827221259403,8.282081591459475,,1877-05-01,10.197710718002082,,
2.73,0.245,0.29,10.08541488,4.404166666666667,82.86501695208396,8.802510958279981,,1877-06-01,9.413793103448276,,
2.85,0.2358,0.2917,10.18058017,4.395,85.69878734131119,8.771346058758063,,1877-07-01,9.77031196434693,,
3.05,0.2267,0.2933,9.8,4.385833333333333,95.27437499999996,9.161958749999997,,1877-08-01,10.39890896692806,,
3.24,0.2175,0.295,9.704834711,4.376666666666667,102.20195701795708,9.305425098857201,,1877-09-01,10.983050847457628,,
3.31,0.2083,0.2967,9.704834711,4.367500000000001,104.41002399056725,9.359049582477736,,1877-10-01,11.156049882035726,,
3.26,0.1992,0.2983,9.514585124,4.358333333333333,104.88903478120795,9.597668427985992,,1877-11-01,10.928595373784779,,
3.25,0.19,0.3,9.514585124,4.349166666666666,104.56728927574413,9.652365163914842,,1877-12-01,10.833333333333334,,
3.25,0.1892,0.3008,9.229089256,4.34,107.80201029621506,9.977490676031229,,1878-01-01,10.804521276595745,,
3.18,0.1883,0.3017,9.134004959,4.33,106.5781608801073,10.111519225637853,,1878-02-01,10.540271793172025,,
3.24,0.1875,0.3025,8.94367438,4.32,110.89995653441936,10.354085448043781,,1878-03-01,10.710743801652894,,
3.33,0.1867,0.3033,8.848509091,4.3100000000000005,115.20636578617035,10.493120343226868,,1878-04-01,10.979228486646884,,
3.34,0.1858,0.3042,8.563094215,4.3,119.4037837641612,10.875039227861631,,1878-05-01,10.979618671926362,,
3.41,0.185,0.305,8.372844628,4.29,124.67623864762344,11.151393779332889,,1878-06-01,11.18032786885246,,
3.48,0.1842,0.3058,8.467928926,4.279999999999999,125.80687784577653,11.055098633689214,,1878-07-01,11.379986919555265,,
3.45,0.1833,0.3067,8.563094215,4.27,123.33624370848989,10.96441331750546,,1878-08-01,11.248777306814478,,
3.52,0.1825,0.3075,8.563094215,4.26,125.83871821851722,10.99301302619149,,1878-09-01,11.447154471544716,,
3.48,0.1817,0.3083,8.467928926,4.25,125.80687784577653,11.145477137888767,,1878-10-01,11.287706779111254,,
3.47,0.1808,0.3092,8.372844628,4.239999999999999,126.86995545667254,11.304953955966324,,1878-11-01,11.222509702457957,,
3.45,0.18,0.31,8.18251405,4.2299999999999995,129.07278478794666,11.597844430221294,,1878-12-01,11.129032258064516,,
3.58,0.1817,0.3158,8.277679339,4.22,132.39658183381582,11.679005738301406,,1879-01-01,11.336288790373654,,
3.71,0.1833,0.3217,8.372844628,4.203333333333333,135.6448226928689,11.761978291184885,,1879-02-01,11.532483680447623,,
3.65,0.185,0.3275,8.277679339,4.186666666666666,134.9853418138066,12.111698477814155,,1879-03-01,11.14503816793893,,
3.77,0.1867,0.3333,8.18251405,4.17,141.04475323204605,12.469553382557281,,1879-04-01,11.311131113111312,,
3.94,0.1883,0.3392,8.18251405,4.153333333333332,147.4048614679739,12.690286550745364,,1879-05-01,11.61556603773585,,
3.96,0.19,0.345,8.087381157,4.136666666666667,149.8958533629553,13.059108436924134,,1879-06-01,11.478260869565219,,
4.04,0.1917,0.3508,8.18251405,4.119999999999999,151.14610160675494,13.124270406843966,,1879-07-01,11.516533637400228,,
4.07,0.1933,0.3567,8.18251405,4.103333333333333,152.26847364838926,13.34500357503205,,1879-08-01,11.410148584244464,,
4.22,0.195,0.3625,8.467928926,4.086666666666666,152.55891508884395,13.104883108935056,,1879-09-01,11.641379310344828,,
4.68,0.1967,0.3683,8.94367438,4.069999999999999,160.18882610527237,12.606312960378595,,1879-10-01,12.707032310616343,,
4.93,0.1983,0.3742,9.419419835,4.053333333333333,160.22309244484373,12.161355211533575,,1879-11-01,13.174772848743988,,
4.92,0.2,0.38,9.704834711,4.036666666666667,155.19556436060145,11.986649279883853,,1879-12-01,12.947368421052632,,
5.11,0.205,0.3892,9.990330579,4.02,156.58255876819868,11.92601406508472,,1880-01-01,13.129496402877699,,
5.2,0.21,0.3983,9.990330579,3.993333333333333,159.340372914801,12.204859717685622,,1880-02-01,13.05548581471253,,
5.3,0.215,0.4075,10.08541488,3.9666666666666663,160.8734761340824,12.369045570686525,,1880-03-01,13.006134969325155,,
5.18,0.22,0.4167,9.704834711,3.9399999999999995,163.39695597315358,13.14430724980948,,1880-04-01,12.431005519558434,,
4.77,0.225,0.4258,9.419419835,3.913333333333333,155.0231543533275,13.838335246047562,,1880-05-01,11.202442461249412,,
4.79,0.23,0.435,9.229089256,3.8866666666666667,158.88357825196005,14.428884455031861,,1880-06-01,11.011494252873563,,
5.01,0.235,0.4442,9.229089256,3.8600000000000003,166.18094510278075,14.734047068793455,,1880-07-01,11.278703286807744,,
5.19,0.24,0.4533,9.229089256,3.8333333333333335,172.15151798072498,15.035892697622858,,1880-08-01,11.449371277299802,,
5.18,0.245,0.4625,9.324254545,3.8066666666666666,170.06619052997974,15.18448129731962,,1880-09-01,11.2,,
5.33,0.25,0.4717,9.324254545,3.7800000000000002,174.99088716694828,15.486529357720356,,1880-10-01,11.299554801780793,,
5.61,0.255,0.4808,9.419419835,3.7533333333333334,182.32282933378772,15.625813965006262,,1880-11-01,11.668053244592347,,
5.84,0.26,0.49,9.514585124,3.726666666666667,187.8993751908756,15.765529767727577,,1880-12-01,11.918367346938776,10.889527137094262,17.255053669944225
6.19,0.265,0.4858,9.419419835,3.7,201.17260491553407,15.788312030366143,18.47395230140494,1881-01-01,12.741869081926719,10.939227020760729,18.39002011145247
6.17,0.27,0.4817,9.514585124,3.693333333333334,198.51697687118192,15.498480998192601,18.14725816499023,1881-02-01,12.808802159020136,10.988937393824576,18.065165880619357
6.24,0.275,0.4775,9.514585124,3.686666666666667,200.76919540942873,15.363347885897792,18.27011914020499,1881-03-01,13.068062827225132,11.038681656527718,18.18778742393608
6.22,0.28,0.4733,9.609669421,3.68,198.14553098350535,15.0775369476677,17.95010827822289,1881-04-01,13.141770547221634,11.083078765099906,17.878202905807754
6.5,0.285,0.4692,9.514585124,3.673333333333334,209.13457855148826,15.096299116362813,18.869718693152592,1881-05-01,13.853367433930094,11.125742862285078,18.7973586249624
6.58,0.29,0.465,9.514585124,3.666666666666667,211.70854259519888,14.961166004068007,19.02871073111578,1881-06-01,14.150537634408602,11.16597131207717,18.960154623200033
6.35,0.295,0.4608,9.609669421,3.66,202.28683629345002,14.679334514019175,18.116367187389738,1881-07-01,13.780381944444445,11.203851166118856,18.055116342956968
6.2,0.3,0.4567,9.8,3.6533333333333333,193.67249999999996,14.266166249999994,17.286243553973446,1881-08-01,13.575651412305671,11.236937083375762,17.235346123502325
6.25,0.305,0.4525,10.18058017,3.646666666666667,187.93593715199822,13.606561849804672,16.724836648772897,1881-09-01,13.812154696132596,11.266537050715561,16.680896384223228
6.15,0.31,0.4483,10.27574545,3.64,183.2163062194188,13.35542602896999,16.261989411181354,1881-10-01,13.71849208119563,11.295332987920354,16.220531649253466
6.19,0.315,0.4442,10.18058017,3.6333333333333337,186.1317521553391,13.356982925266816,16.47864231664487,1881-11-01,13.935164340387214,11.324141899260953,16.436720222261307
6.01,0.32,0.44,10.18058017,3.626666666666667,180.7191971653615,13.230689975500676,15.958754206105079,1881-12-01,13.659090909090908,11.353759636502268,15.91712375029945
5.92,0.32,0.4392,10.18058017,3.62,178.01291967037272,13.20663417554522,15.678764160028743,1882-01-01,13.479052823315119,11.382672921165486,15.638938314687667
5.79,0.32,0.4383,10.27574545,3.6208333333333336,172.4914492699894,13.057513335930288,15.153861528363038,1882-02-01,13.210130047912388,11.409839544586783,15.117780455714229
5.78,0.32,0.4375,10.27574545,3.621666666666667,172.19353657694973,13.03368032048711,15.091670299486745,1882-03-01,13.211428571428572,11.437520343842063,15.055145818355493
5.78,0.32,0.4367,10.37091074,3.6225,170.61345858232696,12.890466671782384,14.916997168375302,1882-04-01,13.235630867872683,11.465281745094432,14.880877973655215
5.71,0.32,0.4358,10.46599504,3.6233333333333335,167.0159424229958,12.747031122231451,14.567103202191758,1882-05-01,13.102340523175767,11.491362123549651,14.53404223340279
5.68,0.32,0.435,10.56116033,3.6241666666666665,164.6413978832191,12.608980295633858,14.327404890131673,1882-06-01,13.057471264367816,11.515217686637616,14.29772344419253
6.0,0.32,0.4342,10.46599504,3.625,175.4983633166331,12.700231558680347,15.240559761217828,1882-07-01,13.81851681252879,11.538133655329812,15.210290377903977
6.18,0.32,0.4333,10.56116033,3.6258333333333335,179.13447868279826,12.55970382091529,15.525429331463034,1882-08-01,14.262635587352872,11.559995515109135,15.496068181745061
6.24,0.32,0.4325,10.27574545,3.626666666666667,185.89752045677616,12.884723973967258,16.081106624462315,1882-09-01,14.427745664739884,11.584681124001726,16.046839655484717
6.07,0.32,0.4317,10.18058017,3.6275,182.5233821620207,12.98111105096282,15.75558103052656,1882-10-01,14.060690294185779,11.607818138027328,15.7241765844067
5.81,0.32,0.4308,10.08541488,3.6283333333333334,176.35375402622995,13.076281795955227,15.192670313165339,1882-11-01,13.486536675951717,11.633727912791576,15.158834326211512
5.84,0.32,0.43,9.990330579,3.629166666666667,178.95149573508417,13.176223144877774,15.382128332081967,1882-12-01,13.581395348837209,11.658755949348482,15.349107272897704
5.81,0.3208,0.4275,9.990330579,3.63,178.0322243528834,13.099617196361043,15.27025911909857,1883-01-01,13.5906432748538,11.682652731937221,15.23902391330963
5.68,0.3217,0.425,10.08541488,3.629166666666667,172.40780083803548,12.900231576789627,14.75759014617622,1883-02-01,13.364705882352942,11.70624588272342,14.7278472163721
5.75,0.3225,0.4225,9.990330579,3.6283333333333334,176.19368158848187,12.946405299327578,15.05125412140164,1883-03-01,13.609467455621303,11.729741580168586,15.02110514406998
5.87,0.3233,0.42,9.895165289,3.6275,181.60064764128873,12.993572744351152,15.482067222036674,1883-04-01,13.976190476190476,11.753148105293425,15.451234513032196
5.77,0.3242,0.4175,9.8,3.626666666666667,180.24037499999994,13.041656249999996,15.335497637337067,1883-05-01,13.820359281437126,11.774590395740386,15.307570704557525
5.82,0.325,0.415,9.514585124,3.6258333333333335,187.25588417994794,13.352438476748866,15.903388388583796,1883-06-01,14.02409638554217,11.795471167547516,15.875235632395826
5.73,0.3258,0.4125,9.324254545,3.625,188.12341153219768,13.542915751663443,15.948783127017029,1883-07-01,13.890909090909092,11.81743144352482,15.919145580089404
5.47,0.3267,0.41,9.324254545,3.6241666666666665,179.58727069478556,13.460837474380636,15.196810876629849,1883-08-01,13.341463414634147,11.838199927403984,15.170150174526366
5.53,0.3275,0.4075,9.229089256,3.6233333333333335,183.42926675017517,13.516713598679273,15.494692425793458,1883-09-01,13.570552147239265,11.85892623919819,15.467611742441974
5.38,0.3283,0.405,9.229089256,3.6225,178.4537893518883,13.433788975374494,15.048056270223839,1883-10-01,13.28395061728395,11.87630455583392,15.02603680403494
5.46,0.3292,0.4025,9.134004959,3.621666666666667,182.99269132244837,13.489845834667669,15.408218142448874,1883-11-01,13.565217391304348,11.890587558581762,15.389709753272665
5.34,0.33,0.4,9.229089256,3.6208333333333336,177.12699537901182,13.267939728764931,14.896403941887169,1883-12-01,13.35,11.904797467701606,14.878623165120402
5.18,0.3283,0.3925,9.229089256,3.62,171.81981948750584,13.019165858850588,14.432821721970727,1884-01-01,13.197452229299362,11.91841634486658,14.416329696479425
5.32,0.3267,0.385,9.229089256,3.611666666666667,176.4635983925736,12.770391988936247,14.805960228816714,1884-02-01,13.818181818181818,11.929962106448931,14.791631089689998
5.3,0.325,0.3775,9.229089256,3.6033333333333335,175.80020140613533,12.521618119021904,14.736023454014473,1884-03-01,14.039735099337747,11.939434752448664,14.724332018321084
5.06,0.3233,0.37,9.038839669,3.5949999999999998,171.3721237154516,12.531163196584407,14.353453682579477,1884-04-01,13.675675675675675,11.947504857133673,14.343758447030714
4.65,0.3217,0.3625,8.848509091,3.586666666666667,160.8737540257334,12.541233512758785,13.46505031380491,1884-05-01,12.827586206896553,11.954900012795248,13.45672099754505
4.46,0.32,0.355,8.848509091,3.5783333333333336,154.30041783973567,12.281759715943085,12.906876483666865,1884-06-01,12.563380281690142,11.957783510224068,12.903764122155808
4.46,0.3183,0.3475,8.753424793,3.57,155.97651002746207,12.152878303709208,13.043931585991672,1884-07-01,12.83453237410072,11.960388874371258,13.04109019077873
4.74,0.3167,0.34,8.753424793,3.5616666666666665,165.76875729376016,11.890585966219081,13.859813341769325,1884-08-01,13.941176470588236,11.960012590552378,13.860249396786301
4.59,0.315,0.3325,8.658259504,3.5533333333333337,162.2872615854088,11.756103371927763,13.569154744335725,1884-09-01,13.804511278195488,11.958515618447738,13.57085333693567
4.44,0.3133,0.325,8.563094215,3.545,158.72838320744788,11.618631653698323,13.27325131913416,1884-10-01,13.661538461538463,11.9542421417888,13.277996323378488
4.35,0.3117,0.3175,8.372844628,3.536666666666667,159.04446865605922,11.60841811455145,13.304437602119732,1884-11-01,13.700787401574802,11.949048593802983,13.310220257916006
4.34,0.31,0.31,8.277679339,3.5283333333333333,160.5031187594303,11.464508482816452,13.432292746944762,1884-12-01,14.0,11.942655798886042,13.439482930957562
4.24,0.3042,0.3067,8.277679339,3.52,156.80489021658633,11.342466940902597,13.129817425635967,1885-01-01,13.824584284316924,11.93708516945577,13.135944662421748
4.37,0.2983,0.3033,8.372844628,3.5075,159.7757075924089,11.089238469743165,13.384817593597964,1885-02-01,14.408176722716782,11.931265639876923,13.391346099813857
4.38,0.2925,0.3,8.18251405,3.495,163.86631807861053,11.223720416343186,13.734194093452514,1885-03-01,14.6,11.928405971522363,13.737486674231384
4.37,0.2867,0.2967,8.277679339,3.4825,161.61258732228353,10.972644086618198,13.54854854103006,1885-04-01,14.728682170542635,11.926067693521766,13.551204929858935
4.32,0.2808,0.2933,8.087381157,3.4699999999999998,163.52274912322397,11.102134795796665,13.71137187256194,1885-05-01,14.728946471189909,11.924337186181406,13.71336172149873
4.3,0.275,0.29,7.897091074,3.4575,166.6877382652811,11.241731185332911,13.978784368698355,1885-06-01,14.827586206896552,11.92406131321587,13.9791077793717
4.46,0.2692,0.2867,7.992232066,3.445,170.83195767153538,10.98150723417695,14.32665877708933,1885-07-01,15.55633065922567,11.923518962980777,14.32731043594775
4.71,0.2633,0.2833,7.992232066,3.4325,180.4077400522268,10.851276593799547,15.130410796707158,1885-08-01,16.62548535121779,11.924579652060318,15.129064949560393
4.65,0.2575,0.28,7.897091074,3.42,180.25534486826913,10.8540852823904,15.11628502872425,1885-09-01,16.607142857142858,11.926802479873714,15.113467769123124
4.92,0.2517,0.2767,7.897091074,3.4075,190.72178424771698,10.726162134419368,15.991023962168986,1885-10-01,17.780990242139502,11.929861337110765,15.986923808949062
5.24,0.2458,0.2733,7.992232066,3.3950000000000005,200.7083986992927,10.468245298571887,16.824034498619024,1885-11-01,19.173069886571536,11.931968116364267,16.821063947030524
5.2,0.24,0.27,8.18251405,3.3825000000000003,194.54448721661527,10.10134837470887,16.30447595227853,1885-12-01,19.25925925925926,11.932212160883632,16.30414248368581
5.2,0.2383,0.275,7.992232066,3.37,199.1762735183821,10.53336061876059,16.69231747079766,1886-01-01,18.909090909090907,11.936895699464099,16.685768103622117
5.3,0.2367,0.28,7.992232066,3.3825000000000003,203.00658647065862,10.724876266374421,17.006648259461006,1886-02-01,18.928571428571427,11.944727490139817,16.995497522922758
5.19,0.235,0.285,7.897091074,3.3950000000000005,201.1882236271649,11.047908233861655,16.843266101570144,1886-03-01,18.210526315789476,11.956827021763738,16.826221811268443
5.12,0.2333,0.29,7.801941983,3.4075,200.89521345008953,11.378830449321477,16.801716131246312,1886-04-01,17.655172413793107,11.972566774016318,16.779627730795877
5.02,0.2317,0.295,7.611651901,3.42,201.89573432780128,11.86439076229111,16.86319551509784,1886-05-01,17.016949152542374,11.991074215895205,16.83716827139399
5.25,0.23,0.3,7.51650281,3.4325,213.81876859831834,12.218215348475333,17.83149405537689,1886-06-01,17.5,12.011950047631075,17.800504310329398
5.33,0.2283,0.305,7.611651901,3.445,214.36339919664957,12.266573499995896,17.84584504153222,1886-07-01,17.475409836065573,12.034923600268135,17.811778978960334
5.37,0.2267,0.31,7.706792893,3.4575,213.3059364412324,12.313750520816024,17.72391279961928,1886-08-01,17.322580645161292,12.060684918708912,17.686054969427612
5.51,0.225,0.315,7.706792893,3.4699999999999998,218.86698506353642,12.512359400184025,18.147143925800037,1886-09-01,17.49206349206349,12.090476407117187,18.10242853083093
5.65,0.2233,0.32,7.706792893,3.4825,224.42803368584043,12.710968279552024,18.562381342866576,1886-10-01,17.65625,12.124909934501273,18.509666042733514
5.79,0.2217,0.325,7.706792893,3.495,229.98908230814445,12.909577158920026,18.968312634942848,1886-11-01,17.815384615384616,12.163236973071617,18.908542423149438
5.64,0.22,0.33,7.801941983,3.5075,221.2986335661142,12.948324304400302,18.19405755688645,1886-12-01,17.09090909090909,12.204702610648706,18.13224300713639
5.58,0.2225,0.3325,7.992232066,3.52,213.73146273703307,12.735790566319624,17.512222096304964,1887-01-01,16.781954887218046,12.245155954344362,17.454368366881024
5.54,0.225,0.335,8.087381157,3.5324999999999998,209.70278475524557,12.680583554694453,17.125366596972327,1887-02-01,16.53731343283582,12.283007108349388,17.07259329132032
5.67,0.2275,0.3375,8.087381157,3.5450000000000004,214.62360822423145,12.775214775251873,17.473213711513765,1887-03-01,16.799999999999997,12.318051575358728,17.423502971327764
5.8,0.23,0.34,8.087381157,3.5575,219.54443169321738,12.869845995809294,17.822983639100723,1887-04-01,17.058823529411764,12.355417818708696,17.76908194563692
5.9,0.2325,0.3425,8.087381157,3.5700000000000003,223.32968051551424,12.964477216366717,18.075445427458252,1887-05-01,17.226277372262775,12.39443778224959,18.018540609833124
5.73,0.235,0.345,7.992232066,3.5825,219.47693216544792,13.214579685354193,17.707695663272997,1887-06-01,16.608695652173914,12.431205021641876,17.655322374890737
5.59,0.2375,0.3475,7.897091074,3.5949999999999998,216.69405974486543,13.470695127252368,17.431460535613088,1887-07-01,16.086330935251798,12.47036626387933,17.376719749805922
5.45,0.24,0.35,7.992232066,3.6075,208.75205589907353,13.406095332968023,16.73984961482072,1887-08-01,15.571428571428573,12.505734068737393,16.69250719323425
5.38,0.2425,0.3525,7.897091074,3.62,208.55349578307263,13.664518078723624,16.676629667380155,1887-09-01,15.26241134751773,12.542059843569614,16.628328869758917
5.2,0.245,0.355,7.992232066,3.6325,199.1762735183821,13.597610980581852,15.880666812517322,1887-10-01,14.647887323943664,12.577381188553817,15.836068775560737
5.3,0.2475,0.3575,8.087381157,3.6450000000000005,200.6181875817331,13.532264539711244,15.950712201066784,1887-11-01,14.825174825174825,12.61016948948486,15.909237996287121
